Name,Team,Pos,JNo,Wgt,Agl,Spd,OfA,DfA,ShP,ChK,H/F,StH,ShA,End,Rgh,Pas,Agr
Andrei Kovalenko,DIN,F,50,9,5,4,4,2,5,4,1,8,5,4,3,3,2
PJ Axelsson,DIN,F,11,4,5,5,4,4,5,4,1,7,3,5,3,4,4
Ray Bourque,DIN,D,77,9,5,4,5,5,5,4,1,9,5,4,3,5,5
Aaron Miller,DIN,D,3,7,5,4,3,3,5,5,0,9,4,4,4,4,3
Colin White,DIN,D,5,5,5,4,3,4,4,5,0,6,3,3,4,4,5
J.J. Daigneault,DIN,D,3,6,5,5,4,3,4,4,1,7,3,3,3,4,4
Scott Gomez,HAM,F,23,7,5,4,5,3,1,2,1,13,3,4,2,5,3
Brendan Shanahan,HAM,F,14,9,5,5,5,3,5,5,0,11,5,5,4,5,5
Ian Laperriere,HAM,F,22,7,5,4,4,4,4,5,0,7,3,4,4,4,5
Aleksey Morozov,HAM,F,95,6,5,5,4,3,5,3,1,7,4,4,3,4,4
Alexei Kovalev,HAM,F,27,9,5,5,5,3,5,4,1,12,5,5,3,5,4
Glen Murray,HAM,F,27,10,4,4,4,3,5,3,0,7,5,5,3,5,4
Kimmo Timonen,HAM,D,44,5,5,5,4,3,5,4,1,7,5,4,3,4,4
Dan Boyle,HAM,D,6,3,4,4,2,4,0,1,0,8,1,4,1,3,2
Mathieu Biron,HAM,D,32,9,5,4,3,4,4,4,1,8,4,3,3,4,4
Jason Smith,HAM,D,21,8,5,4,3,4,4,5,0,7,4,5,4,4,5
Eric Lindros,HIG,F,88,12,5,4,5,4,5,5,0,10,5,5,3,5,5
Dave Andreychuk,HIG,F,38,10,4,4,4,3,4,4,0,9,4,5,3,4,4
Claude Lemieux,HIG,F,22,9,4,5,4,3,4,4,0,7,5,5,4,5,5
Simon Gagne,HIG,F,12,5,5,4,5,5,3,1,1,13,4,4,1,4,1
Bates Battaglia,HIG,F,93,6,5,5,4,3,4,4,1,7,4,4,3,4,5
Theoren Fleury,HIG,F,14,4,5,5,4,3,4,4,0,9,4,5,3,5,4
Ed Jovanovski,HIG,D,55,8,5,5,5,4,5,5,1,3,3,5,3,4,5
Kyle McLaren,HIG,D,18,9,3,3,4,4,3,4,1,7,4,4,3,3,4
Eric Desjardins,HIG,D,37,7,5,5,5,4,5,3,0,7,5,5,3,5,4
Yannick Tremblay,HIG,D,38,5,4,4,4,3,4,4,0,8,4,4,3,4,4
Jarome Iginla,HOT,F,12,8,5,5,5,3,5,5,0,7,4,5,4,5,5
Daniel Briere,HOT,F,8,5,5,5,4,2,4,3,0,10,3,3,3,4,3
Richard Zednik,HOT,F,44,7,5,5,4,3,5,4,1,7,5,5,3,4,5
Chris Gratton,HOT,F,77,9,5,5,4,3,5,5,1,7,3,5,4,5,5
Alexandre Daigle,HOT,F,91,7,5,5,4,3,5,3,1,10,4,4,3,5,4
Steve Rucchin,HOT,F,20,9,4,5,4,4,4,4,1,7,4,4,3,4,4
Sheldon Souray,HOT,D,44,11,4,4,4,3,5,4,1,6,3,3,4,4,5
Craig Rivet,HOT,D,52,7,5,5,3,3,4,5,0,7,4,4,4,4,5
Igor Kravchuk,HOT,D,29,9,5,4,4,3,4,4,1,7,4,5,3,4,3
Sylvain Cote,HOT,D,5,6,5,4,4,3,3,4,0,7,4,5,3,4,4
Jeff Friesen,ING,F,39,7,5,4,3,4,3,4,1,10,3,4,4,4,4
Jan Hrdina,ING,F,38,7,5,5,4,3,4,4,0,7,5,5,3,4,4
Petr Nedved,ING,F,93,6,5,5,4,3,4,1,1,9,4,5,3,5,4
Ryan Smyth,ING,F,94,6,5,5,5,3,5,4,0,9,5,5,3,4,4
Mark Messier,ING,F,11,7,5,5,5,3,4,3,0,11,5,5,3,5,4
Radek Dvorak,ING,F,20,6,5,5,4,4,5,3,0,7,4,5,3,5,4
Brian Leetch,ING,D,2,6,5,5,4,3,5,4,1,11,4,5,3,5,3
Dmitri Mironov,ING,D,15,11,3,4,4,3,5,4,0,7,4,3,3,3,4
Jaroslav Svejkovsky,ING,D,21,6,5,5,4,3,5,3,0,7,4,3,3,4,4
Bill Houlder,ING,D,23,9,4,4,4,3,5,4,1,7,3,5,3,4,4
Travis Green,ITA,F,39,7,5,5,4,3,5,4,0,7,4,5,3,4,5
Dan Cleary,ITA,F,37,7,5,5,4,3,4,4,1,7,4,3,3,4,4
Martin Gelinas,ITA,F,23,6,5,5,4,3,4,4,1,7,4,4,3,4,4
Valeri Kamensky,ITA,F,33,7,5,5,4,3,5,3,0,7,5,4,3,4,3
Dmitri Nabokov,ITA,F,37,8,5,5,4,3,5,3,1,9,4,4,3,4,3
Jozef Stumpel,ITA,F,15,9,5,4,5,3,5,4,0,7,4,4,3,4,4
Larry Murphy,ITA,D,55,9,4,4,4,3,5,4,0,10,4,5,3,5,4
Radoslav Suchy,ITA,D,15,6,5,5,3,4,4,4,0,9,3,3,3,4,4
Steve Duchesne,ITA,D,28,6,5,5,4,3,5,4,0,7,4,3,3,3,4
Andrei Zyuzin,ITA,D,30,8,5,5,4,3,3,4,1,9,4,4,1,4,4
Zigmund Palffy,MHA,F,16,5,5,5,5,3,5,3,1,10,5,5,3,5,4
Brett Hull,MHA,F,16,7,4,4,5,3,5,3,0,11,5,5,4,4,4
Gary Roberts,MHA,F,11,6,4,4,5,3,4,4,1,9,4,5,4,5,5
Mark Recchi,MHA,F,8,5,5,4,5,3,3,4,1,9,4,5,3,4,4
Bob Probert,MHA,F,24,10,4,4,3,3,5,4,1,5,3,3,4,4,5
Adam Graves,MHA,F,9,8,5,4,4,3,5,5,1,7,5,5,4,4,5
Paul Coffey,MHA,D,17,7,5,5,4,5,3,3,1,7,4,5,3,6,3
Lyle Odelein,MHA,D,4,8,3,3,3,3,4,4,0,5,4,3,4,4,5
Dave Manson,MHA,D,6,10,4,4,4,3,5,4,1,5,3,3,4,4,5
Bryan Marchment,MHA,D,27,8,4,4,3,4,4,5,1,7,3,4,3,4,5
Bill Muckalt,MHT,F,11,6,5,5,4,3,5,4,0,7,4,4,3,4,4
Robert Reichel,MHT,F,16,5,5,5,5,3,4,3,1,10,4,4,3,4,3
Shawn Horcoff,MHT,F,10,8,4,3,2,4,1,0,1,10,6,2,0,2,1
Marco Sturm,MHT,F,19,7,5,5,4,2,4,3,1,7,3,3,3,3,3
Sergei Fedorov,MHT,F,91,7,5,5,5,4,5,4,1,12,4,5,3,5,4
Mark Mowers,MHT,F,18,6,5,5,3,3,4,3,0,7,3,3,3,4,4
Patrice Brisebois,MHT,D,43,8,5,4,4,3,5,4,0,7,5,5,3,5,4
Bret Hedican,MHT,D,4,7,5,5,4,3,5,4,1,7,4,4,3,4,4
Jamie Heward,MHT,D,20,5,5,5,4,3,4,3,0,5,4,4,3,4,4
Willie Mitchell,MHT,D,8,8,3,3,3,3,5,3,1,8,3,4,3,3,4
Nelson Emerson,MGG,F,17,5,5,5,4,3,4,3,0,10,3,5,4,4,3
Jason Blake,MGG,F,9,5,5,5,2,4,0,2,1,8,1,3,2,3,3
Matt Cullen,MGG,F,11,6,5,5,4,3,3,4,1,7,4,4,3,4,4
Maxim Afinogenov,MGG,F,61,6,5,3,3,4,1,2,1,10,2,3,2,3,3
Patrick Marleau,MGG,F,14,8,5,5,5,3,5,4,1,9,4,4,3,4,4
Mikael Renberg,MGG,F,19,9,5,5,5,3,4,3,1,9,4,4,3,4,3
Nathan Dempsey,MGG,D,43,2,4,4,3,4,4,4,1,7,3,3,3,3,4
Cory Sarich,MGG,D,21,4,5,4,3,4,4,5,1,7,3,4,4,4,5
Chris Phillips,MGG,D,4,9,5,4,4,4,5,5,1,5,4,4,4,4,5
Scott Walker,MGG,D,24,5,4,4,4,3,5,4,0,5,3,5,4,4,5
Doug Gilmour,NBK,F,93,4,5,5,4,3,5,3,1,11,4,5,3,5,5
Trevor Linden,NBK,F,14,10,4,4,4,4,4,4,0,7,4,5,3,4,4
Jaromir Jagr,NBK,F,68,11,6,5,6,3,5,3,1,12,5,6,3,5,3
Marty McInnis,NBK,F,16,6,4,5,4,4,2,4,0,7,4,4,3,4,4
Jonas Hoglund,NBK,F,14,9,5,5,4,3,5,3,0,9,5,5,3,4,4
Brendan Morrison,NBK,F,7,5,5,5,5,3,4,4,1,7,4,5,3,4,4
Vladimir Malakhov,NBK,D,38,10,5,5,4,4,4,4,1,7,4,5,3,5,4
Scott Stevens,NBK,D,4,9,4,4,4,5,5,6,1,7,4,5,3,4,5
Kenny Jonsson,NBK,D,24,7,5,5,4,4,5,4,1,7,3,5,3,5,4
Aki Berg,NBK,D,5,7,4,4,3,3,5,5,1,7,4,4,3,4,5
Jason Arnott,OCW,F,25,10,4,3,4,4,5,5,0,9,4,4,4,4,5
Adam Oates,OCW,F,77,5,5,4,5,4,4,3,0,11,5,5,3,5,4
Luc Robitaille,OCW,F,20,8,4,4,5,3,5,4,1,10,5,5,3,5,2
Igor Larionov,OCW,F,11,3,5,4,4,3,4,3,1,10,5,5,3,5,3
Bryan Smolinski,OCW,F,21,8,5,5,4,3,3,4,0,7,4,5,3,4,5
Sergei Samsonov,OCW,F,14,5,5,6,4,3,3,3,0,9,5,5,3,5,2
Teppo Numminen,OCW,D,27,7,5,5,5,4,4,4,0,7,4,4,3,4,4
Chris Therien,OCW,D,6,12,5,5,4,4,5,5,1,7,3,4,4,5,5
Bryan Berard,OCW,D,34,6,4,4,4,3,4,3,1,7,4,4,4,3,4
Dave Ellett,OCW,D,6,8,4,4,3,4,4,3,1,8,4,3,3,4,3
Marian Hossa,PIT,F,18,6,5,5,5,3,5,4,1,7,5,5,3,4,4
Sergei Zholtok,PIT,F,34,6,4,5,4,3,4,3,0,9,5,4,3,3,4
Josef Marha,PIT,F,11,8,5,5,4,4,5,4,0,10,3,4,3,4,4
Pavol Demitra,PIT,F,38,6,5,5,5,3,4,3,1,9,4,5,3,5,3
Magnus Arvedson,PIT,F,0,7,5,5,4,4,5,4,1,7,5,5,3,4,4
Martin Havlat,PIT,F,92,4,5,5,4,4,2,1,1,11,4,3,1,3,2
Gary Suter,PIT,D,20,8,5,4,5,4,5,4,1,9,4,5,4,4,4
Jeff Norton,PIT,D,5,7,5,4,4,3,3,3,1,10,3,4,3,4,4
Tomas Kaberle,PIT,D,15,7,5,5,4,4,5,4,1,7,5,5,3,5,4
Danny Markov,PIT,D,55,6,5,5,4,4,5,4,1,7,3,4,3,4,5
Chris O'Sullivan,PRO,F,10,5,5,5,4,4,5,3,0,6,3,4,3,4,3
Vaclav Prospal,PRO,F,98,6,4,5,4,3,4,4,1,7,5,4,3,4,4
Mike Modano,PRO,F,9,8,5,5,5,3,5,3,1,11,5,5,3,5,3
Andrew Cassels,PRO,F,25,5,5,4,5,3,5,3,1,12,5,5,3,5,4
Joe Nieuwendyk,PRO,F,25,8,5,4,5,3,4,3,1,12,4,4,3,4,4
Stu Barnes,PRO,F,41,5,4,4,4,3,3,3,0,9,5,5,3,5,4
Ruslan Salei,PRO,D,24,8,4,5,3,3,5,5,1,7,4,4,4,4,5
Brent Sopel,PRO,D,39,5,5,5,4,2,4,4,0,7,3,3,3,4,4
Brian Campbell,PRO,D,51,5,4,4,0,1,0,1,1,4,1,4,1,1,0
Robert Svehla,PRO,D,24,8,4,4,4,4,4,4,0,10,4,4,3,4,4
Craig Conroy,REN,F,22,6,5,5,4,4,4,5,0,7,4,4,3,3,4
Steve Sullivan,REN,F,26,2,5,5,4,3,5,3,0,7,4,5,4,5,4
Robert Lang,REN,F,20,9,5,5,4,3,4,3,0,10,5,5,3,4,4
Keith Tkachuk,REN,F,7,10,4,4,5,3,5,5,1,11,5,5,4,4,5
Geoff Sanderson,REN,F,80,6,5,5,4,3,4,3,1,10,4,4,3,3,4
David Legwand,REN,F,11,4,5,5,4,4,5,4,0,0,4,4,3,4,4
Al MacInnis,REN,D,2,8,5,4,5,4,6,4,0,7,4,5,3,5,4
Brad Bombardir,REN,D,6,8,5,4,4,3,3,3,1,7,4,4,3,4,4
Pavel Kubina,REN,D,95,11,5,5,4,4,5,5,0,9,4,5,3,4,5
Filip Kuba,REN,D,33,8,4,4,3,4,5,4,0,8,3,3,3,4,4
Mario Lemieux,RIC,F,66,10,5,4,6,4,4,1,0,14,6,4,6,6,1
Vincent Damphousse,RIC,F,25,7,3,4,5,4,4,4,1,7,3,4,3,4,4
Alexei Yashin,RIC,F,19,10,5,5,5,3,5,3,0,11,5,5,3,5,3
J.P. Dumont,RIC,F,17,7,5,5,5,3,5,4,1,7,4,4,3,4,4
Joe Sakic,RIC,F,19,5,5,5,5,4,5,3,1,9,5,5,3,5,4
Mike Ribeiro,RIC,F,63,4,2,1,0,1,0,3,1,4,1,2,3,1,0
Alexei Zhitnik,RIC,D,44,8,5,5,4,3,5,4,1,9,3,5,4,5,4
David Tanabe,RIC,D,45,6,5,5,4,4,5,3,1,9,4,3,3,4,4
Bryan McCabe,RIC,D,44,8,5,4,4,3,4,5,1,7,4,5,4,4,5
Todd Simpson,RIC,D,22,9,3,4,3,4,4,5,1,7,3,3,4,4,5
Ron Francis,ROM,F,10,7,4,4,5,4,4,3,1,10,4,5,3,5,4
Shane Doan,ROM,F,19,9,4,4,5,4,4,5,0,7,5,5,4,5,5
Marc Savard,ROM,F,91,4,5,5,4,3,4,4,1,9,4,5,3,5,4
Mariusz Czerkawski,ROM,F,21,7,4,5,4,3,3,3,1,10,3,3,3,5,3
Rob Niedermayer,ROM,F,44,8,5,5,4,4,5,4,1,7,3,5,3,3,5
Daniel Alfredsson,ROM,F,11,7,4,5,5,3,5,4,0,10,4,5,3,5,2
Adam Foote,ROM,D,52,8,5,4,4,4,5,5,0,7,4,5,4,4,5
Rich Pilon,ROM,D,47,9,4,4,3,5,4,5,0,8,3,3,4,4,5
Scott Niedermayer,ROM,D,27,7,5,5,5,4,5,4,1,9,5,5,3,5,4
Denis Gauthier,ROM,D,18,8,4,4,3,4,4,5,1,7,4,4,5,4,5
Ray Whitney,SAG,F,14,4,3,4,4,3,5,3,0,7,5,5,3,5,3
Joe Juneau,SAG,F,90,7,5,5,4,3,3,3,1,10,4,5,3,5,3
Sergei Nemchinov,SAG,F,12,9,4,4,4,4,3,4,1,9,4,6,3,4,4
Tim Taylor,SAG,F,26,5,4,4,4,4,5,4,1,7,4,4,3,4,4
John LeClair,SAG,F,11,11,5,5,5,3,5,4,1,10,5,5,3,4,4
Pavel Bure,SAG,F,10,6,6,6,6,3,5,2,1,13,4,5,3,4,4
Greg De Vries,SAG,D,7,9,5,5,3,3,4,4,1,5,3,3,3,4,4
Joel Bouchard,SAG,D,42,7,5,5,3,3,5,4,1,7,3,5,3,4,5
Sergei Zubov,SAG,D,56,7,5,5,5,3,5,3,0,12,4,4,3,5,4
Anders Eriksson,SAG,D,8,10,5,4,4,3,5,4,1,5,3,4,3,5,4
Teemu Selanne,SDM,F,8,7,5,5,5,3,5,3,0,12,5,5,3,5,3
Martin Straka,SDM,F,82,4,5,5,4,4,5,4,1,10,3,5,3,4,3
Cliff Ronning,SDM,F,77,4,4,5,4,3,4,3,1,11,4,5,3,4,3
Owen Nolan,SDM,F,11,8,3,4,4,4,5,5,0,9,5,5,4,3,5
Nikolai Antropov,SDM,F,9,6,3,3,2,5,0,2,1,8,2,2,2,2,3
Manny Malhotra,SDM,F,6,8,5,5,3,3,4,4,1,7,3,4,3,4,4
Chris Pronger,SDM,D,44,10,4,4,4,5,5,5,1,9,4,6,4,5,5
Boris Mironov,SDM,D,3,10,4,5,4,3,5,5,0,7,3,5,3,5,5
Brendan Witt,SDM,D,19,10,4,4,3,4,3,4,1,10,3,5,4,4,5
Brad Ference,SDM,D,45,7,5,5,3,3,5,4,0,5,3,3,3,4,5
Martin Lapointe,SVB,F,20,9,3,4,4,3,3,4,0,10,4,4,4,4,5
Keith Primeau,SVB,F,25,10,5,5,5,3,5,5,1,7,4,5,4,4,5
Jeremy Roenick,SVB,F,97,8,5,5,5,4,5,4,0,10,5,5,4,5,4
Dave Scatchard,SVB,F,38,10,5,5,4,3,5,5,0,7,3,3,4,4,5
Jan Bulis,SVB,F,8,7,5,5,4,3,3,4,1,7,4,4,3,5,4
Todd White,SVB,F,37,5,4,4,3,2,4,3,1,5,4,4,3,4,3
Gord Murphy,SVB,D,5,7,5,4,4,3,4,4,0,7,3,4,3,4,4
Phil Housley,SVB,D,6,5,5,5,5,4,4,3,1,12,4,4,3,4,4
Brian Rafalski,SVB,D,28,7,5,4,4,5,2,1,0,10,2,5,1,4,2
Brad Stuart,SVB,D,7,9,4,4,4,3,4,4,1,7,5,4,3,4,5
Scott Mellanby,SOV,F,27,8,4,4,4,3,4,4,0,7,4,4,4,4,5
Chris Drury,SOV,F,37,5,5,5,5,3,5,4,0,9,4,5,3,5,4
Vincent Lecavalier,SOV,F,4,8,5,5,4,3,5,5,1,9,4,5,3,4,4
Pat Verbeek,SOV,F,15,6,4,4,4,3,3,4,0,7,5,5,4,4,5
Dimitri Khristich,SOV,F,8,6,5,5,4,4,5,4,1,11,5,5,3,4,4
Pierre Turgeon,SOV,F,77,7,5,4,5,3,4,3,1,11,5,5,3,5,3
Adrian Aucoin,SOV,D,6,8,5,5,4,3,5,4,0,7,5,5,3,4,4
Fredrik Olausson,SOV,D,19,9,5,5,4,3,4,3,0,10,3,4,3,5,3
Cory Cross,SOV,D,4,9,4,4,3,3,5,5,1,10,4,3,3,4,5
Jay McKee,SOV,D,74,8,4,4,4,4,3,5,1,7,4,5,3,4,5
Todd Marchant,SVF,F,26,4,5,5,4,4,4,4,1,7,4,4,3,4,4
Peter Forsberg,SVF,F,21,6,5,5,5,4,5,5,1,11,5,5,3,5,5
Tomas Holmstrom,SVF,F,96,7,5,5,4,3,4,4,1,10,5,4,3,4,4
Michal Handzus,SVF,F,26,8,4,5,4,4,4,3,1,7,3,5,3,5,4
Bill Guerin,SVF,F,9,8,5,5,5,3,5,5,0,7,5,5,4,4,5
Dainius Zubrus,SVF,F,15,10,4,5,4,3,4,4,1,10,4,5,3,4,5
Eric Brewer,SVF,D,8,6,5,5,3,3,5,4,1,7,3,4,3,4,4
Derian Hatcher,SVF,D,2,11,3,3,4,4,5,5,1,7,3,5,4,4,5
Rob Blake,SVF,D,4,10,5,5,5,4,5,5,0,7,3,4,4,5,5
Jyrki Lumme,SVF,D,21,8,5,4,4,4,4,4,1,7,4,4,3,3,4
Alex Tanguay,SUM,F,40,5,4,4,5,5,3,2,1,15,5,4,2,5,3
Mike Grier,SUM,F,25,10,5,5,4,4,5,5,0,7,3,5,4,4,5
Peter Bondra,SUM,F,12,8,5,5,5,3,5,1,1,12,4,5,3,4,4
Donald Brashear,SUM,F,8,10,4,4,3,2,3,5,1,5,4,4,5,3,5
Petr Sykora,SUM,F,17,6,5,5,4,3,5,3,1,9,5,5,3,4,3
Rick Tocchet,SUM,F,92,8,4,4,5,3,4,4,0,7,4,4,4,5,4
Darius Kasparaitis,SUM,D,11,8,4,4,4,3,3,5,1,7,4,4,3,4,5
Zdeno Chara,SUM,D,33,14,4,4,3,3,4,5,1,8,4,5,3,4,5
Hal Gill,SUM,D,25,12,3,3,3,3,5,5,1,5,4,4,4,4,5
Alexei Tezikov,SUM,D,4,8,5,5,3,3,5,4,1,5,4,3,3,4,4
Vaclav Varada,SUN,F,25,9,5,5,4,3,4,5,1,7,3,4,3,4,5
Todd Bertuzzi,SUN,F,44,10,5,5,4,4,3,5,1,10,4,4,4,4,5
Matt Cooke,SUN,F,24,7,4,4,3,3,3,5,1,8,3,3,4,4,5
Steve Yzerman,SUN,F,19,5,5,5,5,4,5,4,0,11,5,5,3,5,4
Brad Isbister,SUN,F,15,10,4,4,4,3,4,4,0,11,4,4,3,4,5
Eric Daze,SUN,F,55,10,5,5,4,3,5,4,1,9,5,5,3,3,4
Alexander Karpovtsev,SUN,D,52,7,5,5,4,5,5,4,0,7,4,4,3,4,4
Roman Hamrlik,SUN,D,23,9,4,4,5,4,5,4,1,10,4,5,3,5,5
Deron Quint,SUN,D,2,8,5,4,4,3,5,3,1,10,2,3,3,4,4
Jamie Rivers,SUN,D,20,7,5,5,4,3,4,4,1,5,3,4,4,4,4
Doug Weight,TAI,F,39,7,5,5,5,3,5,4,1,10,5,5,3,5,4
John Madden,TAI,F,11,6,5,5,4,2,2,4,0,8,4,3,3,4,4
Daymond Langkow,TAI,F,18,4,5,5,4,3,5,4,1,9,4,3,4,4,4
Dallas Drake,TAI,F,10,6,5,5,5,3,4,3,1,7,3,3,3,3,5
Paul Kariya,TAI,F,9,5,5,5,6,4,5,3,1,9,5,6,3,5,3
Benoit Hogue,TAI,F,12,6,5,5,4,3,5,4,1,7,4,4,3,4,4
Mathieu Dandenault,TAI,D,11,7,5,5,4,3,3,4,0,7,4,3,3,4,4
Mathieu Schneider,TAI,D,26,5,5,5,4,4,5,4,1,9,4,5,4,5,5
Alexei Gusarov,TAI,D,5,5,5,4,4,3,5,4,1,8,4,4,3,4,4
Sami Salo,TAI,D,5,8,5,5,4,3,5,4,0,7,4,4,3,4,4
Brian Rolston,TBP,F,12,8,5,5,4,4,5,4,1,9,4,5,3,4,4
Milan Hejduk,TBP,F,23,3,5,5,5,3,4,3,0,9,5,5,3,5,4
Steve Thomas,TBP,F,32,5,5,5,4,3,5,4,1,7,4,4,3,4,4
Martin St. Louis,TBP,F,15,5,5,4,3,4,4,4,1,11,4,4,3,3,4
Sebastien Bordeleau,TBP,F,71,6,5,5,4,3,5,4,0,9,3,4,3,4,4
Tim Connolly,TBP,F,18,5,5,5,4,4,5,3,1,0,4,4,3,5,4
Sandis Ozolinsh,TBP,D,8,8,5,4,5,3,5,3,1,9,5,5,3,5,4
Jason York,TBP,D,33,7,3,4,4,4,3,1,0,7,4,5,3,4,5
Dmitry Yushkevich,TBP,D,36,8,5,5,4,4,3,3,0,5,3,5,4,3,5
Janne Niinimaa,TBP,D,44,10,5,5,5,3,5,4,1,7,4,5,3,5,4
Sergei Berezin,TIM,F,94,7,5,5,5,2,5,3,0,9,5,5,3,4,3
Scott Young,TIM,F,48,7,4,5,4,3,5,4,0,7,4,5,3,3,4
Alexander Korolyuk,TIM,F,15,6,5,5,4,3,5,4,1,5,4,4,3,4,4
John Maclean,TIM,F,15,7,4,4,4,3,4,4,0,8,4,5,3,4,4
Derek Plante,TIM,F,21,5,5,5,3,3,5,4,1,10,3,3,3,4,4
Stephane Richer,TIM,F,19,10,4,4,4,2,5,4,0,10,5,4,3,4,4
Eric Weinrich,TIM,D,22,9,4,4,4,4,4,4,1,9,3,5,4,4,4
Jassen Cullimore,TIM,D,27,10,4,4,3,3,4,4,1,9,4,3,4,4,4
Alain Nasreddine,TIM,D,56,7,4,4,4,3,3,4,1,5,4,4,5,3,5
Derek Morris,TIM,D,53,7,5,5,4,4,5,4,0,7,4,5,4,5,5
Shean Donovan,THT,F,22,8,5,5,3,3,5,4,0,5,3,3,3,4,4
Alexander Mogilny,THT,F,89,7,5,6,5,3,5,3,1,13,5,5,3,5,4
Rod Brind'Amour,THT,F,27,7,5,5,4,3,5,4,1,7,4,5,3,5,5
Adam Deadmarsh,THT,F,18,8,5,5,4,3,5,5,0,10,5,5,4,5,5
Alexei Zhamnov,THT,F,96,7,5,5,5,3,5,3,1,11,4,5,3,5,4
Mike Fisher,THT,F,12,9,3,2,2,3,0,2,0,8,2,2,2,2,3
Steve Smith,THT,D,55,9,4,3,3,3,4,5,1,7,3,5,3,4,5
Oleg Tverdovsky,THT,D,10,7,5,5,4,3,5,4,1,10,4,5,3,5,4
Adam Burt,THT,D,7,8,4,4,3,3,4,5,0,7,3,3,4,3,5
Jaroslav Spacek,THT,D,8,7,5,5,4,4,5,3,1,7,5,5,3,4,4
