Name,Team,Pos,JNo,Wgt,Agl,Spd,OfA,DfA,ShP,ChK,H/F,StH,ShA,End,Rgh,Pas,Agr
Mark Messier,BRT,F,11,9,5,4,4,3,3,4,9,9,3,4,2,5,3
Pat Verbeek,BRT,F,16,7,3,4,4,3,4,3,12,10,4,4,4,4,4
Rod BrindAmour,BRT,F,17,9,4,3,4,4,4,3,13,9,4,4,2,4,3
Jason Arnott,BRT,F,7,8,3,3,4,4,4,3,10,10,4,3,3,4,3
Stephan Lebeau,BRT,F,47,5,3,3,4,3,3,2,6,6,4,4,2,3,1
Scott Stevens,BRT,D,4,11,4,4,4,6,4,5,13,7,3,5,1,4,5
Igor Kravchuk,BRT,D,21,9,5,3,3,4,4,3,11,9,2,4,3,3,2
Bryan Marchment,BRT,D,27,8,3,3,2,4,2,4,7,4,1,3,2,1,5
Paul Cavallini,BRT,D,14,10,3,3,2,4,3,3,9,6,2,3,5,3,2
Eric Lindros,CAL,F,88,12,4,3,4,4,5,5,6,10,6,5,3,4,4
Esa Tikkanen,CAL,F,10,9,5,4,3,4,5,4,10,9,2,4,4,4,4
Keith Tkachuk,CAL,F,7,9,3,3,4,4,4,4,13,10,4,4,4,3,4
Claude Lemieux,CAL,F,22,11,4,4,3,3,4,4,8,7,2,4,3,3,4
Bernie Nicholls,CAL,F,9,6,3,2,4,4,3,2,8,9,3,4,1,4,3
Bob Errey,CAL,F,12,6,5,4,2,4,2,4,7,6,2,4,5,2,3
Al Iafrate,CAL,D,43,11,4,4,4,4,6,4,9,10,2,3,3,4,4
Kevin Hatcher,CAL,D,4,11,3,3,4,4,5,5,8,7,2,4,4,4,4
Darius Kasparitis,CAL,D,11,7,4,3,2,3,3,4,9,6,1,2,2,3,4
Garth Butcher,CAL,D,55,9,2,3,1,4,2,5,6,8,1,4,3,3,5
Cam Neely,DIN,F,8,10,3,3,5,4,5,4,0,4,5,5,4,4,4
Luc Robitaille,DIN,F,20,7,4,4,5,3,5,2,11,9,6,5,4,4,3
Mikael Renberg,DIN,F,19,7,4,3,5,3,4,3,13,9,5,3,2,4,2
Jari Kurri,DIN,F,17,8,4,3,4,4,4,2,11,9,4,4,2,3,2
Jesse Belanger,DIN,F,26,5,3,4,4,3,3,2,8,9,4,3,2,4,1
Brian Noonan,DIN,F,16,7,3,3,4,4,4,3,10,6,4,4,5,3,3
Larry Murphy,DIN,D,55,10,4,3,5,5,4,3,12,9,2,5,1,5,2
Bob Beers,DIN,D,2,9,3,3,2,3,3,3,10,7,2,3,3,2,3
Bobby Dollas,DIN,D,2,10,3,2,2,4,3,3,9,6,2,3,2,2,2
Jeff Beukeboom,DIN,D,23,11,2,2,2,4,2,4,10,7,1,3,0,2,4
Sergei Fedorov,HFX,F,91,7,6,6,6,5,4,2,11,12,5,5,2,5,3
Steve Larmer,HFX,F,28,7,4,4,4,6,4,4,11,6,4,6,3,4,2
Adam Oates,HFX,F,12,7,5,4,6,5,3,3,10,5,4,5,0,6,1
Markus Naslund,HFX,F,29,6,4,3,2,2,3,2,9,6,2,2,2,2,1
Andrei Kovalenko,HFX,F,51,3,3,4,4,3,3,3,6,9,4,4,2,3,2
Guy Carbonneau,HFX,F,21,6,4,3,2,5,2,4,8,6,1,4,2,4,1
Steve Duchesne,HFX,D,28,8,4,4,4,4,4,1,11,9,2,4,2,4,2
Chris Pronger,HFX,D,44,7,3,3,3,3,2,3,11,10,2,3,3,3,4
Norm Maciver,HFX,D,22,6,3,3,4,2,3,2,7,9,2,4,1,3,3
Patrice Brisebois,HFX,D,43,5,3,2,3,3,3,2,6,6,3,3,3,2,2
Dale Hawerchuk,HFD,F,10,6,6,4,5,4,4,2,11,12,3,4,0,5,2
Mark Recchi,HFD,F,8,6,5,4,5,3,4,3,13,9,5,4,3,4,3
Brian Bellows,HFD,F,23,8,4,4,4,2,4,2,9,9,4,4,3,4,2
Adam Graves,HFD,F,9,9,4,4,4,3,3,5,13,7,3,4,5,3,5
Mike Ricci,HFD,F,9,7,4,3,4,3,3,3,9,7,5,3,2,4,5
Shayne Corson,HFD,F,9,9,3,3,3,4,4,4,7,7,3,4,3,3,4
James Patrick,HFD,D,6,9,5,4,3,4,3,3,6,9,2,3,2,4,2
Jiri Slegr,HFD,D,24,9,4,4,3,3,3,2,9,6,1,4,1,3,4
Jon Slaney,HFD,D,28,7,3,3,2,2,3,2,9,6,3,2,5,2,1
Luke Richardson,HFD,D,22,11,3,3,1,3,2,4,9,7,0,2,4,3,4
Stephane Richer,HIG,F,44,9,4,4,4,3,5,2,10,12,4,4,4,3,2
Brett Hull,HIG,F,16,9,4,4,5,3,6,3,10,9,4,4,4,3,2
Wendel Clark,HIG,F,17,8,3,3,4,3,6,4,7,7,4,4,4,4,4
Kevin Stevens,HIG,F,25,11,3,3,5,2,5,3,11,7,5,5,4,4,4
Sergei Nemchinov,HIG,F,13,6,4,3,3,5,3,4,13,6,4,6,2,3,2
Kevin Miller,HIG,F,14,7,4,3,4,4,3,3,8,6,3,4,3,3,3
Gary Suter,HIG,D,6,7,5,4,4,4,4,4,7,10,2,5,2,4,4
Gord Murphy,HIG,D,5,8,5,4,3,3,4,3,12,6,2,3,3,3,3
Alexei Kasatonov,HIG,D,7,10,4,3,2,3,3,3,7,6,1,3,1,4,2
Uwe Krupp,HIG,D,4,14,3,2,3,3,4,2,6,6,2,4,1,3,2
Doug Gilmour,KOL,F,93,4,5,4,5,5,4,4,11,12,4,6,0,4,3
Jaromir Jagr,KOL,F,68,10,5,4,5,3,4,4,11,12,3,6,1,5,2
Joe Nieuwendyk,KOL,F,25,8,4,3,5,3,4,3,7,9,5,4,3,4,2
Trevor Linden,KOL,F,16,9,3,3,4,4,4,3,12,10,4,4,3,4,2
Vachslav Kozlov,KOL,F,13,5,4,3,4,2,3,1,11,9,4,3,5,3,2
Josef Beranek,KOL,F,42,6,3,3,4,3,3,1,9,9,4,3,4,3,3
Vladimir Malakhov,KOL,D,23,10,4,3,4,3,4,2,9,6,2,4,3,3,3
Richard Smehlik,KOL,D,42,10,3,2,3,4,4,3,13,6,3,3,3,3,2
Peter Andersson,KOL,D,6,9,3,3,3,2,2,2,9,9,2,3,3,4,2
Vachslav Fetisov,KOL,D,2,11,4,2,1,3,2,2,9,3,1,3,1,3,3
Jeremy Roenick,MAX,F,27,4,5,5,5,4,5,3,12,13,5,5,2,5,3
Pierre Turgeon,MAX,F,77,9,4,4,5,3,4,0,9,9,5,4,1,4,0
Igor Larionov,MAX,F,7,4,5,3,4,3,3,1,7,9,5,3,4,4,1
Nikolai Borshevsky,MAX,F,16,6,4,4,4,2,3,2,5,9,4,4,2,4,1
Greg Adams,MAX,F,8,7,4,4,4,3,3,3,5,6,4,4,1,3,2
Michal Pivonka,MAX,F,20,8,3,4,4,3,3,3,7,9,3,3,0,4,2
Chris Chelios,MAX,D,7,7,4,4,4,6,5,4,10,10,2,6,2,4,5
Sandis Ozolinsh,MAX,D,6,7,3,4,4,3,4,2,11,9,4,4,2,4,2
Bruce Driver,MAX,D,23,6,4,3,3,4,2,3,11,6,2,4,2,3,2
Marty McSorley,MAX,D,33,12,2,2,2,4,3,4,7,8,2,5,4,3,6
Wayne Gretzky,MOO,F,99,4,6,4,6,4,3,1,9,12,4,6,1,6,0
Russ Courtnall,MOO,F,26,6,5,6,4,3,4,2,12,9,3,4,3,4,2
Corey Millen,MOO,F,10,4,3,5,4,2,2,1,4,9,4,3,2,3,3
Dave Andreychuk,MOO,F,14,11,3,2,5,3,4,3,10,9,5,5,4,3,2
Neal Broten,MOO,F,7,4,3,4,3,5,3,2,9,6,2,4,2,4,1
Tom Chorske,MOO,F,17,9,4,4,3,3,2,3,10,6,3,3,3,2,2
Ulf Samuelsson,MOO,D,5,8,4,4,2,4,3,5,11,7,0,4,1,3,6
Steve Chiasson,MOO,D,3,9,3,3,4,4,4,3,11,7,2,4,2,3,4
Eric Weinrich,MOO,D,2,10,3,4,3,3,3,3,9,6,2,4,1,3,2
Jamie Macoun,MOO,D,34,8,3,3,2,4,4,4,11,7,1,4,4,4,2
Cliff Ronning,MUL,F,7,5,5,5,4,3,2,1,9,12,3,5,1,4,1
Robert Reichel,MUL,F,26,6,4,3,4,3,5,2,13,9,5,3,3,4,2
Paul Ranheim,MUL,F,14,8,4,5,3,3,3,1,10,6,2,3,4,3,1
Alexei Zhamnov,MUL,F,10,7,5,3,4,4,3,2,7,9,3,4,1,4,2
Derek King,MUL,F,27,9,3,2,4,1,4,0,9,6,5,4,4,2,1
Todd Marchant,MUL,F,36,7,4,4,2,2,3,0,2,6,3,3,2,3,2
Paul Coffey,MUL,D,77,9,6,5,4,3,4,2,11,12,2,5,1,6,3
Dave Ellett,MUL,D,4,9,5,4,3,4,5,3,9,9,1,4,2,4,2
Gerald Diduck,MUL,D,4,9,4,4,1,3,2,4,8,7,1,3,2,3,4
Bret Hedican,MUL,D,3,8,2,2,2,2,2,2,7,6,0,3,3,2,2
Alexei Kovalev,NYE,F,27,7,6,5,4,2,5,2,11,12,4,3,4,3,3
Tony Granato,NYE,F,21,6,4,5,4,4,3,3,6,10,4,3,3,3,5
Alexnder Daigle,NYE,F,91,5,4,4,3,1,4,2,13,10,3,3,2,4,2
Keith Primeau,NYE,F,55,11,2,2,4,3,3,3,9,7,5,3,2,2,4
Peter Stastny,NYE,F,26,9,4,3,4,3,3,3,7,9,4,3,2,4,1
Andrew Cassels,NYE,F,21,7,3,3,4,4,2,2,11,3,3,4,1,4,2
Scott Niedrmayer,NYE,D,27,9,3,3,3,3,3,3,9,9,2,3,1,4,2
Calle Johansson,NYE,D,6,9,4,4,3,4,3,2,13,6,2,4,1,4,2
Garry Galley,NYE,D,3,7,3,3,3,4,2,3,11,10,1,3,2,3,3
Doug Lidster,NYE,D,6,9,3,3,2,3,3,3,10,6,1,4,1,4,2
Teemu Selanne,ORL,F,13,6,5,6,5,2,4,3,8,12,5,5,4,4,2
Tony Amonte,ORL,F,10,6,4,5,4,3,4,1,13,6,3,4,5,3,2
Owen Nolan,ORL,F,11,8,3,4,4,2,5,2,6,2,5,4,3,3,4
Bobby Holik,ORL,F,16,10,2,3,2,2,4,3,8,6,2,3,3,2,3
Shawn McEachern,ORL,F,15,7,3,4,3,3,4,1,11,6,3,4,4,3,2
Stu Barnes,ORL,F,14,5,2,3,4,3,3,2,8,9,3,3,4,3,1
Matt Schneider,ORL,D,27,7,4,4,4,4,4,2,7,6,2,4,3,4,3
Nicklas Lidstrom,ORL,D,5,5,4,3,3,4,4,2,11,6,1,4,2,4,1
Derian Hatcher,ORL,D,2,9,3,2,2,4,2,4,11,7,2,4,2,2,4
Stephane Quintal,ORL,D,4,11,2,2,1,3,2,4,10,7,1,4,4,3,3
Pat LaFontaine,PEN,F,16,5,5,4,6,4,4,2,4,12,4,6,2,5,2
Joe Juneau,PEN,F,90,5,4,5,5,3,4,2,8,12,3,4,0,5,1
Ulf Dahlen,PEN,F,22,8,4,3,4,3,4,3,11,9,4,5,3,4,0
Yuri Khmylev,PEN,F,13,7,4,3,4,4,4,3,6,9,4,4,3,3,2
Joe Mullen,PEN,F,7,6,4,3,4,3,3,3,10,6,5,4,4,3,1
Kevin Dineen,PEN,F,11,7,4,4,3,4,3,2,8,7,3,4,5,3,4
Jeff Brown,PEN,D,22,9,4,3,4,4,5,2,6,9,3,5,1,5,2
Teppo Numminen,PEN,D,27,7,4,3,3,3,3,3,6,6,2,4,1,3,2
Sylvain Cote,PEN,D,3,6,3,3,3,4,3,3,12,7,2,4,3,3,3
J.J. Daigneault,PEN,D,48,6,4,3,2,3,3,1,7,6,2,4,2,2,1
Gary Roberts,REN,F,10,7,3,4,5,4,4,4,9,10,5,5,3,4,5
Sergei Makarov,REN,F,24,6,5,4,4,3,3,1,11,9,5,3,2,5,2
Denis Savard,REN,F,9,5,5,3,4,3,3,2,8,12,3,3,0,4,3
Martin Straka,REN,F,82,5,3,4,4,3,3,1,13,9,3,3,2,4,1
John Leclair,REN,F,17,11,3,4,3,3,5,3,9,6,2,3,1,2,2
Randy Wood,REN,F,19,8,2,5,3,4,2,3,13,3,3,4,4,2,3
Eric Desjardins,REN,D,28,9,4,3,3,5,4,4,12,7,2,4,3,3,3
Petr Svoboda,REN,D,7,5,4,4,2,4,3,3,9,7,0,4,0,3,3
Darryl Sydor,REN,D,25,9,4,3,3,2,3,3,13,10,1,3,3,3,2
Geoff Smith,REN,D,25,9,4,3,1,3,1,2,4,9,1,3,2,3,1
Mario Lemieux,RIC,F,66,10,5,4,6,3,5,2,4,12,6,6,1,6,2
Vincent Damphousse,RIC,F,25,6,4,4,5,2,4,1,13,12,5,4,2,4,2
Alexei Yashin,RIC,F,19,7,4,4,4,1,4,1,10,12,4,3,2,4,2
Bryan Smolinski,RIC,F,20,0,4,4,4,3,3,2,10,9,3,3,4,3,3
Dmitri Kvartalnov,RIC,F,10,6,4,4,4,1,3,1,7,9,4,4,2,4,1
Brian Skrudland,RIC,F,20,8,4,3,2,5,2,4,9,7,3,4,3,3,4
Alex Zhitnik,RIC,D,2,6,5,4,3,3,3,3,11,9,2,4,1,4,3
Alexei Gusarov,RIC,D,5,6,3,3,3,3,3,3,7,6,3,4,1,3,2
Dimitri Yushkevich,RIC,D,2,7,4,4,3,4,3,3,9,7,1,5,3,3,3
Frank Musil,RIC,D,3,9,3,4,1,4,2,3,9,4,1,3,3,2,3
Alexnder Mogilny,SV,F,89,7,6,6,6,3,4,1,7,9,4,4,4,5,1
Geoff Courtnall,SV,F,14,7,5,5,4,4,4,1,11,6,2,3,3,4,4
Craig Janney,SV,F,15,7,4,3,5,4,3,2,7,12,4,4,0,6,0
Petr Nedved,SV,F,93,5,3,3,4,3,3,1,9,12,5,4,3,4,2
Doug Weight,SV,F,39,6,3,3,4,3,3,3,13,10,3,3,2,4,3
Craig MacTavish,SV,F,14,8,4,3,3,5,2,4,11,6,2,5,2,2,3
Rob Blake,SV,D,4,10,4,4,4,4,4,4,10,10,2,4,3,4,4
Jyrki Lumme,SV,D,21,7,4,3,4,4,3,1,11,9,1,4,1,4,2
Todd Gill,SV,D,23,6,3,3,3,3,2,3,5,6,2,4,1,2,3
Mark Howe,SV,D,4,6,3,2,3,4,3,2,3,6,1,3,0,3,1
Pavel Bure,SUM,F,10,5,6,6,6,2,5,2,9,12,5,4,5,4,2
Joe Murphy,SUM,F,17,7,4,5,4,3,4,3,11,7,3,4,3,4,3
Brian Bradley,SUM,F,19,4,4,4,4,3,4,2,10,6,4,4,2,4,3
Darren Turcotte,SUM,F,89,6,4,4,4,3,4,2,7,9,2,4,3,3,1
Christan Ruuttu,SUM,F,22,8,4,4,3,4,3,4,7,6,2,4,2,4,3
Tie Domi,SUM,F,20,9,3,2,2,3,3,3,10,8,3,4,1,2,6
Al MacInnis,SUM,D,2,8,4,4,4,4,6,3,8,9,2,5,3,4,3
Jeff Norton,SUM,D,8,8,5,4,4,3,2,1,7,6,2,4,1,3,2
Doug Zmolek,SUM,D,5,8,4,3,2,3,2,3,5,7,1,3,2,3,5
Dmitri Mironov,SUM,D,15,7,3,3,3,3,3,1,8,6,2,3,1,3,2
Joe Sakic,SUN,F,19,6,4,3,5,4,3,2,9,12,5,5,2,6,2
Nelson Emerson,SUN,F,19,4,4,4,4,3,4,2,10,9,4,4,2,4,2
Mike Ridley,SUN,F,17,9,4,4,4,3,3,2,11,9,5,4,0,4,2
Valeri Zelepukin,SUN,F,25,6,4,4,4,4,3,1,11,9,4,3,2,3,2
Pelle Eklund,SUN,F,6,5,5,3,4,3,3,2,5,9,3,4,0,4,1
Joel Otto,SUN,F,29,11,3,2,2,5,3,5,10,7,4,4,2,2,5
Ray Bourque,SUN,D,77,10,5,4,5,5,5,4,9,12,5,6,4,5,2
Curtis Leschyshyn,SUN,D,7,9,3,4,3,4,2,3,7,6,4,5,1,3,2
Doug Bodger,SUN,D,8,10,4,3,3,4,2,2,9,9,1,4,1,3,2
Roman Hamrlik,SUN,D,44,7,3,2,2,2,3,3,7,6,1,3,4,2,3
Mike Modano,TC,F,9,7,5,5,6,4,5,2,9,12,4,5,3,4,2
Kirk Muller,TC,F,11,9,4,4,4,4,4,4,11,10,3,4,1,4,4
Ron Francis,TC,F,10,9,4,3,5,5,3,4,11,9,3,5,1,5,2
Dallas Drake,TC,F,18,4,4,4,3,4,3,2,9,9,3,4,1,3,4
Michael Nylander,TC,F,92,5,4,4,4,3,3,2,7,9,2,3,1,4,2
Dave Gagner,TC,F,15,6,4,4,4,3,3,2,9,9,4,4,4,4,4
Glen Wesley,TC,D,26,8,5,4,4,4,4,3,11,4,2,4,4,4,2
Mark Tinordi,TC,D,24,9,3,3,3,4,4,5,7,7,3,4,3,2,5
Alex Karpotsev,TC,D,25,6,3,3,2,3,2,3,8,6,2,3,2,3,2
Ray Ferraro,TC,D,20,6,3,3,3,3,4,2,9,9,3,4,4,3,3
Peter Bondra,TH,F,12,6,4,6,4,3,3,1,7,9,4,4,4,3,2
Mike Gartner,TH,F,22,7,5,5,4,2,5,2,12,6,3,5,5,5,2
Evgeny Davydov,TH,F,11,6,5,4,3,2,4,1,8,6,3,3,5,3,1
Scott Young,TH,F,48,7,3,5,3,4,5,1,8,6,3,3,4,3,1
Steve Thomas,TH,F,32,6,4,4,4,3,4,4,9,7,4,4,2,3,4
Mariusz Czerkawski,TH,F,19,7,3,3,3,2,2,1,2,6,2,3,3,3,2
Zarley Zalapski,TH,D,33,10,5,4,4,3,4,3,7,9,2,5,3,3,2
Steve Smith,TH,D,5,11,4,4,3,4,3,4,7,7,2,5,2,4,4
Don Sweeney,TH,D,32,4,4,3,3,4,3,4,6,10,1,4,1,4,2
Philippe Boucher,TH,D,4,7,3,3,3,2,3,2,8,9,2,3,2,4,3
Dirk Graham,PIT,F,33,8,4,3,3,5,3,4,8,7,2,4,5,3,4
Robert Kron,PIT,F,18,5,3,4,3,4,2,2,9,9,3,3,3,3,0
Anatoli Semenov,PIT,F,19,7,3,4,3,4,3,2,7,6,3,4,0,3,2
Thomas Steen,PIT,F,25,8,3,3,3,3,3,3,7,9,4,3,0,5,3
Terry Yake,PIT,F,25,6,3,4,4,2,3,3,10,6,4,4,2,3,2
Mike McPhee,PIT,F,17,9,4,3,3,4,3,4,11,7,3,4,4,2,2
Tom Kurvers,PIT,D,28,8,3,3,4,2,4,2,9,6,1,4,1,3,2
Adam Burt,PIT,D,6,7,4,3,2,3,4,4,7,7,1,4,3,3,4
Bob Rouse,PIT,D,3,10,3,3,1,4,2,4,8,7,1,4,4,2,4
Michel Petit,PIT,D,7,9,3,3,2,3,4,4,6,7,1,3,2,2,3
