Name,Team,Pos,JNo,Wgt,Agl,Spd,OfA,DfA,ShP,ChK,H/F,StH,ShA,End,Rgh,Pas,Agr
Marty McSorley,COL,D,33,14,3,4,2,5,3,5,0,8,2,5,4,2,6
Danny Markov,COL,D,55,5,5,5,2,5,3,2,1,7,4,3,2,2,2
Mark Recchi,GRH,F,8,6,4,4,4,4,4,2,1,5,4,4,1,5,3
Dallas Drake,GRH,F,11,4,4,5,3,5,3,2,1,9,2,3,2,3,3
Sami Kapanen,GRH,F,24,4,5,5,4,5,4,3,1,7,2,5,5,4,1
Radek Dvorak,GRH,F,19,7,5,5,4,4,4,1,0,7,3,3,2,3,1
Donald Audette,GRH,F,10,5,4,5,4,4,3,2,0,5,4,3,3,4,3
Boyd Devereaux,GRH,F,20,7,5,4,2,5,3,3,1,7,2,3,2,4,2
Ray Bourque,GRH,D,77,10,4,4,4,6,4,4,1,13,6,5,5,4,3
James Patrick,GRH,D,3,9,4,4,3,4,3,2,0,7,3,3,4,3,2
Jiri Slegr,GRH,D,71,10,4,3,4,4,4,2,1,9,1,4,4,3,4
Adam Foote,GRH,D,52,6,5,4,3,5,4,2,0,7,3,4,2,4,4
Tony Amonte,HAM,F,10,6,5,5,5,3,5,1,1,8,4,6,3,4,3
Mariusz Czerkawski,HAM,F,21,7,4,5,3,3,3,2,1,10,3,4,2,5,1
Shawn Bates,HAM,F,17,8,4,5,2,5,4,3,0,7,4,4,1,2,0
Vaclav Varada,HAM,F,26,9,4,6,3,4,4,4,1,5,2,3,3,3,5
Alexei Kovalev,HAM,F,27,7,6,5,3,3,4,1,1,13,5,5,3,4,2
Anson Carter,HAM,F,33,6,5,4,4,3,4,3,0,10,5,6,4,3,3
Gary Suter,HAM,D,20,7,5,4,4,4,4,4,1,10,3,6,4,4,1
Kimmo Timonen,HAM,D,44,7,5,5,2,5,3,2,1,5,4,3,2,5,1
Andy Sutton,HAM,D,42,13,4,3,2,4,4,5,1,5,2,3,5,1,5
Jason Smith,HAM,D,25,9,4,4,2,4,3,4,0,7,2,4,5,3,5
Igor Larionov,HEL,F,8,4,5,4,5,3,4,1,1,10,5,5,3,4,3
Valeri Kamensky,HEL,F,13,8,4,5,5,3,4,2,0,10,4,6,3,4,2
Vyacheslav Kozlov,HEL,F,17,5,5,5,4,4,4,1,1,12,4,4,4,4,2
Trent Klatt,HEL,F,26,9,5,4,3,2,4,3,0,9,2,2,2,3,2
Jan Hrdina,HEL,F,38,8,5,4,4,5,3,2,0,7,2,5,5,3,2
Richard Zednik,HEL,F,44,7,4,4,3,3,3,3,1,5,3,3,3,4,3
Jeff Norton,HEL,D,5,8,4,4,2,3,4,2,1,10,4,5,1,4,2
Sylvain Cote,HEL,D,3,6,4,3,2,4,4,2,0,9,2,3,4,4,2
Dmitri Mironov,HEL,D,15,7,4,4,3,5,4,1,0,7,2,4,1,3,2
Janne Niinimaa,HEL,D,44,10,5,4,2,6,3,3,1,7,5,4,5,1,4
Peter Bondra,HIG,F,12,6,5,6,4,3,5,1,1,12,4,4,2,5,2
Andrew Brunette,HIG,F,19,9,4,5,4,4,4,3,1,7,3,3,4,4,4
Brett Hull,HIG,F,16,7,4,4,5,3,5,2,0,10,4,5,4,3,3
Manny Malhotra,HIG,F,6,8,4,4,4,4,3,3,1,7,2,2,4,3,2
Bates Battaglia,HIG,F,13,8,5,4,2,3,3,3,1,5,3,3,1,2,2
Theoren Fleury,HIG,F,14,3,5,5,4,4,4,2,0,12,4,5,3,5,4
Zdeno Chara,HIG,D,33,14,3,4,1,5,3,5,1,9,3,2,5,3,5
Kyle McLaren,HIG,D,18,11,3,3,3,4,3,4,1,9,2,2,4,3,5
Al MacInnis,HIG,D,2,9,4,4,4,6,6,3,0,9,3,4,4,3,3
Yannick Tremblay,HIG,D,38,5,4,4,3,5,4,1,0,9,3,3,2,2,2
Brent Gilchrist,HOT,F,41,6,3,3,4,4,3,4,1,5,3,3,2,3,1
Jeff Shantz,HOT,F,11,7,3,4,3,3,3,3,0,5,4,4,1,2,4
Chris Gratton,HOT,F,77,9,5,4,3,4,4,3,1,7,3,5,3,2,4
Daniel Briere,HOT,F,8,5,4,5,3,5,4,1,0,10,3,5,1,4,1
Joe Nieuwendyk,HOT,F,25,8,3,5,5,4,4,2,1,12,4,3,3,3,2
Alexandre Daigle,HOT,F,21,5,4,5,4,3,4,1,1,10,4,5,3,3,3
Igor Kravchuk,HOT,D,29,9,5,4,3,4,4,3,1,7,4,5,3,2,2
J.J. Daigneault,HOT,D,33,6,4,5,4,5,3,3,1,7,2,3,3,2,2
Eric Messier,HOT,D,28,5,3,3,3,3,3,3,1,7,3,3,3,3,3
Dan McGillis,HOT,D,3,10,4,4,3,4,4,3,1,7,4,4,4,2,4
Russ Courtnall,KVK,F,21,6,5,6,4,3,4,1,0,7,2,4,4,3,2
Jarome Iginla,KVK,F,12,9,5,5,4,4,4,3,0,9,3,4,4,3,4
Gary Roberts,KVK,F,10,7,4,4,5,3,4,4,1,9,3,4,3,3,6
Radek Bonk,KVK,F,14,9,4,3,3,4,4,1,1,10,4,4,2,4,2
Martin Gelinas,KVK,F,23,8,3,5,2,4,4,2,1,7,3,5,2,2,5
Jason Allison,KVK,F,41,8,3,3,3,3,4,3,0,12,4,3,3,5,4
Petr Svoboda,KVK,D,22,5,5,3,3,5,3,3,1,7,3,4,4,3,3
Mathieu Schneider,KVK,D,25,7,4,6,2,6,5,1,1,9,2,3,2,4,2
Curtis Leschyshyn,KVK,D,7,9,3,5,3,5,5,4,1,7,2,3,0,2,4
Bryan Marchment,KVK,D,27,8,3,4,2,4,3,4,1,6,2,2,2,2,5
Bill Muckalt,MHT,F,17,7,5,5,3,4,5,1,0,7,4,3,3,2,2
Robert Reichel,MHT,F,16,6,4,4,5,4,4,2,1,10,4,5,2,4,2
Derek Plante,MHT,F,18,4,4,5,4,3,4,2,1,10,2,5,2,4,1
Alexei Zhamnov,MHT,F,36,7,5,5,5,3,5,1,1,12,3,3,1,4,2
Sergei Fedorov,MHT,F,91,7,5,6,6,5,4,2,1,15,4,5,1,5,3
Craig Janney,MHT,F,11,7,5,5,3,5,4,1,1,12,3,4,1,3,1
Patrice Brisebois,MHT,D,43,5,5,4,4,4,4,1,0,7,4,4,3,3,2
Bret Hedican,MHT,D,3,8,5,4,3,5,4,3,1,9,1,3,3,3,2
Jamie Heward,MHT,D,20,9,3,5,3,5,5,3,0,5,3,5,4,3,3
Ricard Persson,MHT,D,7,8,6,5,3,4,5,2,1,5,3,3,3,2,2
Jamie Langenbrunner,MGG,F,15,8,4,6,3,5,3,2,0,10,4,6,4,2,2
Nelson Emerson,MGG,F,7,4,4,5,3,3,4,2,0,10,4,6,3,4,4
Matt Cullen,MGG,F,11,8,5,4,2,3,3,2,1,7,3,4,2,2,4
Dave Andreychuk,MGG,F,23,10,4,3,2,4,4,4,0,10,4,4,4,2,2
Glen Murray,MGG,F,27,10,4,4,3,3,4,2,0,7,4,4,4,3,2
Mikael Renberg,MGG,F,19,7,4,5,4,3,4,3,1,9,3,3,2,4,2
Jamie Allison,MGG,D,38,7,3,4,2,4,3,4,1,7,3,3,4,2,4
Sergei Gonchar,MGG,D,55,9,4,5,4,5,4,3,1,8,4,2,5,4,3
Jamie Macoun,MGG,D,34,7,5,4,3,5,3,4,1,5,3,3,4,3,3
Roman Hamrlik,MGG,D,22,7,4,4,4,4,4,4,1,10,4,5,4,2,3
Doug Gilmour,NBK,F,93,4,5,5,4,4,4,2,1,11,4,6,2,5,3
Trevor Linden,NBK,F,32,9,4,4,4,2,4,2,0,7,4,4,3,3,2
Jaromir Jagr,NBK,F,68,10,5,6,4,4,4,2,1,15,4,6,1,5,1
Marty McInnis,NBK,F,16,4,4,5,4,4,3,2,0,7,3,4,3,4,3
Jonas Hoglund,NBK,F,44,9,3,4,4,4,3,3,0,9,1,3,1,5,1
Brendan Morrison,NBK,F,9,6,5,5,4,3,4,1,1,7,4,3,3,4,2
Vladimir Malakhov,NBK,D,38,10,4,5,3,4,4,2,1,9,2,3,2,3,3
Richard Smehlik,NBK,D,42,10,5,4,1,4,3,3,1,7,2,3,1,2,4
Kenny Jonsson,NBK,D,29,8,4,6,2,5,5,3,1,7,2,4,1,3,3
Christian LaFlamme,NBK,D,24,7,5,4,4,4,3,2,0,7,4,3,3,2,3
Marian Hossa,PIT,F,18,8,4,5,4,4,4,2,1,5,4,3,3,2,3
Sergei Zholtok,PIT,F,34,6,4,5,2,4,3,1,0,11,3,5,2,2,1
German Titov,PIT,F,9,7,4,4,3,4,3,3,1,10,4,4,5,3,2
Pavol Demitra,PIT,F,38,8,4,3,4,4,4,1,1,9,3,2,3,4,2
Magnus Arvedson,PIT,F,20,7,5,5,4,3,5,1,1,7,3,4,1,4,2
Juha Ylonen,PIT,F,36,5,5,6,4,2,4,1,1,5,3,4,1,2,1
Steve Chiasson,PIT,D,3,9,4,5,2,6,4,3,1,7,1,3,4,3,4
Philippe Boucher,PIT,D,43,7,6,4,4,3,4,2,0,7,2,3,2,2,3
Tomas Kaberle,PIT,D,15,9,5,4,3,4,4,3,1,9,2,3,3,3,3
Brendan Witt,PIT,D,19,10,3,4,2,4,3,4,1,9,1,2,5,3,5
Ted Donato,PRO,F,28,4,4,4,3,4,3,3,1,7,4,3,3,2,2
Vaclav Prospal,PRO,F,13,7,3,5,4,4,4,1,1,5,4,4,2,3,3
Mike Modano,PRO,F,9,7,5,6,6,4,4,1,1,13,4,5,2,4,3
Andrew Cassels,PRO,F,21,7,5,4,3,4,4,1,1,10,3,5,2,3,2
Adam Graves,PRO,F,10,9,5,4,4,4,5,5,1,7,4,4,5,2,4
Marc Savard,PRO,F,33,6,5,5,3,3,3,1,1,9,3,2,2,3,3
Uwe Krupp,PRO,D,4,14,4,3,4,3,3,4,0,7,3,3,4,2,5
Brent Sopel,PRO,D,3,8,3,4,2,5,3,3,0,5,1,2,3,1,3
Frantsek Kucera,PRO,D,2,9,4,4,3,4,3,2,0,7,2,3,3,3,2
Robert Svehla,PRO,D,24,9,4,3,4,3,3,3,0,10,3,5,2,3,4
Craig Conroy,REN,F,22,7,4,5,4,4,3,1,0,7,2,3,3,4,3
Steve Sullivan,REN,F,11,3,6,5,4,3,5,1,0,7,3,4,2,4,2
Robert Lang,REN,F,20,6,4,4,4,2,3,2,0,10,3,4,2,3,0
Martin Straka,REN,F,82,5,5,5,4,3,3,1,1,10,3,5,1,3,2
John LeClair,REN,F,10,11,5,6,4,4,4,3,1,10,4,5,4,5,2
Valeri Bure,REN,F,8,5,4,5,4,3,3,1,0,10,3,5,3,3,2
Eric Desjardins,REN,D,37,9,5,4,4,5,5,3,0,7,2,4,2,4,3
Pavel Kubina,REN,D,13,11,5,4,3,5,3,5,0,7,2,3,4,2,4
Igor Ulanov,REN,D,55,9,5,5,2,5,3,2,0,7,2,5,1,4,4
Calle Johansson,REN,D,6,9,5,4,2,4,4,3,1,7,3,3,1,2,2
Mario Lemieux,RIC,F,66,10,5,4,6,4,4,1,0,15,6,6,6,6,1
Vincent Damphousse,RIC,F,25,6,4,4,5,2,4,2,1,9,3,3,2,4,3
Alexei Yashin,RIC,F,19,7,5,6,4,4,4,1,0,13,4,5,2,5,2
J.P. Dumont,RIC,F,17,8,3,5,5,4,4,2,1,5,1,4,3,3,3
Todd Bertuzzi,RIC,F,44,11,3,4,3,5,4,4,1,10,4,5,5,3,5
Alexander Selivanov,RIC,F,28,8,4,5,5,4,4,1,1,7,4,4,4,3,1
Alexei Zhitnik,RIC,D,94,5,6,5,3,5,4,3,1,9,3,3,4,3,3
Chris Phillips,RIC,D,5,10,4,4,3,5,3,3,1,5,3,3,4,2,3
Bryan McCabe,RIC,D,4,10,4,4,3,4,4,2,1,7,1,4,2,4,3
Todd Simpson,RIC,D,27,9,5,4,3,6,3,3,1,5,4,2,2,2,3
Travis Green,ROM,F,39,8,6,5,3,3,3,3,0,5,2,5,4,2,5
Greg Johnson,ROM,F,22,6,5,4,4,3,4,2,1,7,4,3,3,3,2
Todd Harvey,ROM,F,20,7,4,4,4,3,3,2,0,9,4,3,3,3,4
Chris Simon,ROM,F,17,13,4,3,3,4,3,5,1,5,3,4,5,3,5
Shane Doan,ROM,F,19,10,4,4,5,3,3,3,0,7,3,3,1,4,2
Dave Scatchard,ROM,F,18,9,5,4,4,4,4,3,0,7,3,3,4,2,4
Teppo Numminen,ROM,D,27,7,5,5,3,4,4,3,0,7,3,5,1,4,2
Eric Cairns,ROM,D,33,10,2,4,2,4,2,4,1,7,3,3,4,4,4
Denis Gauthier,ROM,D,3,10,4,4,2,5,4,4,1,7,2,3,4,2,4
Craig Rivet,ROM,D,52,9,5,4,2,5,3,3,0,7,4,3,5,3,3
Ray Whitney,SAG,F,14,4,3,4,4,4,4,1,0,7,4,4,2,5,1
Joe Juneau,SAG,F,90,5,5,6,4,2,4,2,1,10,3,5,4,3,2
Sergei Nemchinov,SAG,F,12,6,4,4,4,4,4,2,1,12,3,4,3,4,2
Owen Nolan,SAG,F,21,8,4,4,4,3,5,2,0,7,4,4,3,4,4
Curtis Brown,SAG,F,37,8,4,4,4,3,3,3,1,6,3,4,3,4,4
Pavel Bure,SAG,F,10,5,5,6,6,4,4,1,1,13,4,4,3,4,2
Derian Hatcher,SAG,D,2,9,3,3,3,4,3,4,1,7,2,4,2,4,4
Zarley Zalapski,SAG,D,33,10,5,4,4,3,4,3,1,10,3,5,4,3,1
Mathieu Dandenault,SAG,D,11,7,3,4,3,3,3,4,0,7,4,4,1,2,3
Anders Eriksson,SAG,D,8,10,4,5,2,4,3,4,1,9,3,3,1,3,4
Adam Oates,SAS,F,23,7,4,6,4,3,4,1,0,10,4,5,4,4,1
Cory Stillman,SAS,F,16,7,5,5,4,5,4,3,1,7,4,4,4,4,3
Luc Robitaille,SAS,F,20,7,4,3,5,3,4,3,1,10,5,5,2,4,2
Andrei Kovalenko,SAS,F,51,3,5,5,4,3,4,3,1,10,4,5,3,3,3
Saku Koivu,SAS,F,11,5,4,5,5,4,4,3,1,9,3,4,1,4,1
Guy Carbonneau,SAS,F,21,6,4,4,3,4,3,3,0,9,4,3,3,4,1
Aaron Miller,SAS,D,3,7,4,4,3,4,3,3,0,9,4,3,3,4,4
Paul Coffey,SAS,D,77,9,5,6,3,5,4,2,1,12,3,5,2,6,3
Scott Walker,SAS,D,24,7,5,4,3,5,3,3,0,7,4,3,4,2,4
Rhett Warrener,SAS,D,4,9,4,4,3,4,3,4,1,10,3,5,4,2,4
Scott Mellanby,SOV,F,27,8,5,4,3,4,4,4,0,7,3,4,4,4,5
Chris Drury,SOV,F,37,7,5,4,3,6,2,3,0,9,1,3,3,4,3
Vincent Lecavalier,SOV,F,8,9,4,5,4,3,4,3,1,7,3,4,3,2,3
Kirk Maltby,SOV,F,18,7,3,4,3,3,3,2,1,9,2,3,3,3,3
Dimitri Khristich,SOV,F,12,7,4,4,4,4,4,3,0,7,4,4,3,4,4
Keith Primeau,SOV,F,59,11,4,4,4,6,4,4,1,7,4,4,4,4,5
Phil Housley,SOV,D,6,6,5,5,4,4,3,1,1,12,2,3,5,4,4
Fredrik Olausson,SOV,D,2,9,5,5,4,3,4,2,0,9,3,2,3,4,3
Cory Cross,SOV,D,4,10,4,3,2,3,5,3,1,10,3,5,4,1,4
Jay McKee,SOV,D,74,7,4,4,1,3,3,3,1,7,3,4,3,3,5
Markus Naslund,SUD,F,19,6,5,5,4,4,4,1,1,9,3,3,2,4,1
Geoff Courtnall,SUD,F,14,7,5,5,4,3,4,1,1,7,4,3,2,4,3
Chad Kilger,SUD,F,18,9,4,5,2,4,3,2,1,9,3,3,4,3,1
Mike Johnson,SUD,F,20,6,4,4,4,4,4,3,0,9,2,3,2,3,3
John MacLean,SUD,F,15,9,4,5,4,3,4,3,0,9,3,2,4,3,4
Darren Turcotte,SUD,F,8,6,4,4,4,4,4,2,1,10,3,4,4,3,2
Jassen Cullimore,SUD,D,5,12,4,5,2,4,3,4,1,9,2,2,4,4,4
Todd Gill,SUD,D,6,6,5,5,3,4,4,2,1,5,4,3,1,2,3
Mattias Timander,SUD,D,37,7,3,4,2,5,4,2,1,7,4,4,1,3,3
Aaron Gavey,SUD,D,23,5,4,4,2,4,3,3,1,5,3,3,4,3,3
Todd Marchant,SVF,F,26,5,5,5,3,3,4,2,1,7,3,4,2,4,3
Alexander Mogilny,SVF,F,89,7,6,6,5,3,5,1,1,12,4,6,4,4,2
Tomas Holmstrom,SVF,F,96,7,5,5,5,3,4,1,1,10,4,3,3,3,2
Michal Handzus,SVF,F,14,9,3,5,3,3,4,2,1,9,2,3,2,3,4
Doug Weight,SVF,F,39,6,4,5,4,3,4,3,1,10,2,5,1,3,2
Miroslav Satan,SVF,F,81,7,4,5,4,3,4,2,1,12,5,4,4,3,4
Eric Brewer,SVF,D,23,9,4,5,4,4,3,2,1,7,1,4,1,2,3
Mattias Norstrom,SVF,D,13,8,3,3,2,4,3,4,0,7,3,4,3,3,4
Rob Blake,SVF,D,4,11,4,5,3,5,4,3,0,9,3,3,3,3,4
Jyrki Lumme,SVF,D,21,7,5,4,2,4,4,2,1,9,2,2,3,2,2
Wayne Primeau,SUM,F,76,11,4,4,2,3,3,3,1,7,2,3,3,2,4
Mike Grier,SUM,F,25,10,4,4,3,3,4,4,0,7,5,4,5,3,5
Eric Lindros,SUM,F,88,12,4,4,5,4,5,4,0,10,5,6,4,4,4
Donald Brashear,SUM,F,8,11,4,3,4,3,2,5,1,7,2,4,5,3,5
Brad Isbister,SUM,F,13,11,3,4,4,3,3,4,0,7,1,3,4,3,4
Ian Laperriere,SUM,F,22,6,3,4,4,2,3,3,0,7,3,4,4,5,3
Darius Kasparaitis,SUM,D,11,7,4,4,2,5,3,6,1,7,2,3,2,2,4
Ed Jovanovski,SUM,D,55,10,4,4,5,5,4,4,1,5,4,3,4,4,5
Hal Gill,SUM,D,23,13,3,4,3,5,3,3,1,5,1,3,2,2,4
Mark Tinordi,SUM,D,24,9,3,3,3,4,3,5,1,7,2,4,4,3,5
Aleksey Morozov,SUN,F,95,5,4,5,3,4,4,1,1,9,2,3,2,2,1
Joe Sakic,SUN,F,88,6,5,6,4,3,4,1,1,12,5,5,2,4,2
Andrei Nikolishin,SUN,F,13,5,5,4,4,3,3,1,1,9,5,4,3,3,2
Steve Yzerman,SUN,F,19,6,6,5,5,2,5,1,0,11,3,6,1,4,2
Petr Sykora,SUN,F,17,6,5,5,4,3,4,1,1,11,3,6,2,4,2
Eric Daze,SUN,F,55,12,4,4,3,5,3,4,1,7,4,3,4,2,4
Alexander Karpovtsev,SUN,D,52,8,4,6,3,5,3,3,0,7,3,4,3,4,3
Alexei Gusarov,SUN,D,5,6,5,5,2,5,4,1,1,7,4,3,1,3,2
Deron Quint,SUN,D,9,5,5,4,2,4,3,4,1,9,2,3,4,3,3
Jamie Rivers,SUN,D,6,6,5,4,2,5,3,3,1,5,4,3,2,3,1
Patric Kjellberg,SHC,F,10,7,6,5,4,3,3,1,1,5,3,4,3,4,2
Dino Ciccarelli,SHC,F,22,5,4,5,5,4,4,2,0,7,4,3,3,2,4
Mike Ricci,SHC,F,9,7,3,4,3,3,4,4,1,10,4,4,3,4,3
Jeff O'Neill,SHC,F,92,6,5,4,3,3,4,4,0,9,3,4,3,2,5
Ethan Moreau,SHC,F,19,10,3,4,4,4,4,2,1,5,3,4,3,4,3
Bobby Holik,SHC,F,16,10,5,5,4,4,4,2,0,9,2,3,5,4,3
Steve Staios,SHC,D,25,7,3,4,3,2,4,2,0,8,3,5,3,3,3
Kevin Hatcher,SHC,D,4,12,3,4,4,5,5,3,0,7,3,3,4,2,4
Mattias Ohlund,SHC,D,2,12,5,5,4,4,3,4,1,9,1,2,4,4,4
Jaroslav Modry,SHC,D,5,8,3,4,3,2,3,3,0,9,3,2,4,4,3
Teemu Selanne,SYD,F,13,6,5,6,6,3,5,1,0,15,4,5,5,5,3
James Black,SYD,F,38,6,4,4,2,3,2,3,1,14,4,6,1,4,4
Cliff Ronning,SYD,F,77,5,5,6,4,3,4,2,1,12,3,4,1,4,1
Rick Tocchet,SYD,F,22,9,4,4,4,3,4,3,1,9,4,3,4,3,4
Peter Forsberg,SYD,F,21,8,5,5,6,4,5,3,1,15,3,5,2,5,3
Ron Francis,SYD,F,11,5,4,4,5,2,3,2,1,10,4,4,5,5,1
Chris Pronger,SYD,D,44,7,4,4,3,6,2,3,1,9,3,4,4,3,4
Jaroslav Svejkovsky,SYD,D,34,7,4,5,3,4,3,1,0,7,4,3,3,2,2
Joel Bouchard,SYD,D,42,9,5,5,1,4,4,3,1,7,2,4,2,4,2
Andrei Zyuzin,SYD,D,4,7,3,5,3,5,3,1,1,9,3,2,1,3,2
Bill Guerin,TAI,F,13,9,6,4,4,4,4,3,0,7,3,4,3,3,3
Zigmund Palffy,TAI,F,72,5,5,6,4,3,4,1,1,10,3,5,1,3,1
Daymond Langkow,TAI,F,18,6,4,5,3,3,4,2,1,9,2,2,2,4,2
Stu Barnes,TAI,F,14,5,4,4,3,4,4,2,0,7,3,2,4,2,2
Paul Kariya,TAI,F,9,5,6,6,6,4,4,1,1,15,5,6,4,5,3
Kirk Muller,TAI,F,10,9,4,4,3,4,4,4,1,7,3,4,2,2,3
Sergei Zubov,TAI,D,56,7,5,5,4,4,5,2,0,12,4,4,1,5,1
Don Sweeney,TAI,D,32,4,4,4,1,4,4,4,1,11,1,5,1,2,4
Greg De Vries,TAI,D,5,10,3,4,2,4,2,4,1,7,3,3,3,3,3
Sami Salo,TAI,D,3,9,4,5,3,4,4,4,0,7,2,4,5,3,3
Brian Rolston,TBP,F,14,9,4,5,4,4,4,2,1,9,5,3,3,2,3
Milan Hejduk,TBP,F,23,6,4,4,5,4,3,2,0,7,4,4,3,2,3
Petr Nedved,TBP,F,93,5,4,6,3,4,3,1,1,10,4,5,2,5,3
Tom Chorske,TBP,F,26,9,4,4,2,3,3,2,0,7,3,4,3,2,2
Daniel Alfredsson,TBP,F,11,7,4,5,5,2,5,1,0,10,3,5,2,3,1
Ulf Dahlen,TBP,F,22,8,4,3,4,3,4,3,1,7,4,5,4,4,2
Sandis Ozolinsh,TBP,D,8,7,5,5,3,5,5,2,1,9,4,3,4,4,3
Jason York,TBP,D,33,7,3,4,4,3,4,1,0,7,3,4,3,3,2
Dmitry Yushkevich,TBP,D,36,7,5,4,3,4,4,3,0,9,3,3,3,3,3
Ruslan Salei,TBP,D,24,8,4,5,2,3,4,4,1,5,3,4,3,2,4
Sergei Berezin,TIM,F,94,7,4,6,4,2,4,2,0,10,5,5,2,4,2
Scott Young,TIM,F,48,7,4,5,3,3,5,3,0,9,4,2,4,3,1
Martin Lapointe,TIM,F,20,9,3,4,3,4,4,2,0,10,4,4,1,2,1
Ted Drury,TIM,F,18,6,4,3,3,4,4,3,1,10,3,4,3,3,5
Wendel Clark,TIM,F,71,8,5,4,4,3,5,3,1,9,4,2,4,3,4
Stephane Richer,TIM,F,44,9,5,4,4,3,6,2,0,10,4,4,4,3,2
Eric Weinrich,TIM,D,2,10,4,4,2,3,4,4,1,9,3,3,1,3,3
Cale Hulse,TIM,D,32,9,5,4,1,5,4,3,0,5,4,4,2,2,6
Bobby Dollas,TIM,D,8,11,4,2,2,4,3,4,1,9,2,1,1,2,1
Derek Morris,TIM,D,53,9,4,5,3,6,5,3,0,7,2,4,4,3,5
Jason Arnott,TCY,F,7,8,4,4,5,3,5,2,0,9,4,3,3,3,3
Claude Lemieux,TCY,F,22,11,4,4,3,3,4,4,0,7,3,5,4,3,4
Darren McCarty,TCY,F,25,10,5,4,4,5,3,4,0,2,4,3,4,3,5
Jeff Friesen,TCY,F,39,7,4,4,3,5,3,2,1,10,3,4,1,4,3
Jay Pandolfo,TCY,F,20,6,4,4,4,3,4,4,1,8,4,5,2,3,2
Daniel Cleary,TCY,F,32,8,4,5,4,3,4,1,1,7,2,3,3,2,1
Bryan Berard,TCY,D,4,7,4,4,4,3,4,3,1,7,4,3,1,4,1
Sylvain Lefebvre,TCY,D,2,8,3,4,4,4,4,3,1,7,2,4,3,2,3
Sheldon Souray,TCY,D,44,12,3,4,4,4,5,2,1,7,4,4,4,2,4
Dave Ellett,TCY,D,46,9,3,4,3,5,4,4,1,8,3,4,4,3,2
