Name,Team,Pos,JNo,Wgt,Agl,Spd,OfA,DfA,ShP,ChK,H/F,StH,ShA,End,Rgh,Pas,Agr
Guy Hebert,MHT,G,31,6,4,4,4,3,4,0,0,0,0,4,3,3,4
Mike Vernon,MGG,G,29,5,5,5,4,5,4,0,0,0,0,4,3,3,4
Kevin Hodson,MGG,G,31,5,2,3,3,2,4,0,0,0,0,2,3,2,3
Martin Brodeur,NBK,G,30,7,5,4,5,6,6,0,0,0,0,5,5,5,5
Jean-Marc Pelletier,NBK,G,49,9,3,4,3,3,3,0,1,0,0,2,1,2,2
Jim Carey,PIT,G,30,4,5,4,4,4,4,0,0,0,0,4,4,5,5
Kirk McLean,PIT,G,1,8,4,5,5,5,4,0,1,0,0,5,4,3,5
Arturs Irbe,PRO,G,1,5,4,4,4,4,3,0,1,0,0,4,4,4,3
Damian Rhodes,PRO,G,30,5,3,3,3,3,4,0,0,0,0,4,4,3,4
Trevor Kidd,REN,G,37,3,4,5,4,4,4,0,1,0,0,3,4,3,4
Manny Legace,REN,G,34,6,3,2,3,3,3,0,1,0,0,4,4,4,4
Ed Belfour,RIC,G,20,6,6,6,5,6,5,0,0,0,0,3,5,4,4
Byron Dafoe,RIC,G,34,6,3,2,3,3,3,0,1,0,0,4,4,4,4
John Vanbiesbrouck,ROM,G,34,5,4,3,4,5,4,0,1,0,0,4,4,4,4
Manny Fernandez,ROM,G,30,8,3,4,3,3,2,0,1,0,0,3,3,4,3
Curtis Joseph,SAG,G,31,6,6,4,5,6,5,0,0,0,0,5,5,5,6
Eric Fichaud,SAG,G,35,4,3,4,4,4,2,0,0,0,0,2,3,1,2
Roman Turek,SAS,G,1,10,5,5,4,5,4,0,0,0,0,3,4,3,4
Peter Skudra,SAS,G,30,5,5,5,3,5,4,0,1,0,0,2,4,3,4
Tommy Salo,SOV,G,35,4,5,5,3,5,5,0,1,0,0,5,5,4,5
Jamie McLennan,SOV,G,29,7,4,4,3,3,4,0,1,0,0,4,4,4,4
Daren Puppa,SUD,G,93,9,4,4,3,4,4,0,1,0,0,2,2,4,2
Jeff Reese,SUD,G,35,3,3,4,3,4,3,0,0,0,0,2,3,2,3
Jean-Sebastien Giguere,SVF,G,47,8,4,6,3,5,3,0,1,0,0,4,3,2,3
Stephane Fiset,SVF,G,35,5,4,3,4,3,4,0,1,0,0,3,4,4,4
Chris Terreri,SUM,G,40,2,4,5,4,4,4,0,0,0,0,4,3,3,4
Martin Biron,SUM,G,43,6,3,5,3,4,2,0,1,0,0,3,1,2,5
Nikolai Khabibulin,SUN,G,35,8,5,5,5,6,4,0,1,0,0,5,5,5,5
Kay Whitmore,SUN,G,38,5,3,3,4,5,4,0,0,0,0,3,2,3,2
Patrick Lalime,SHC,G,40,3,4,4,1,4,4,0,0,0,0,4,4,4,4
Norm Maracle,SHC,G,38,8,3,4,3,4,3,0,0,0,0,3,3,2,4
Tomas Vokoun,SYD,G,91,9,4,5,5,5,4,0,0,0,0,4,4,5,3
Dwayne Roloson,SYD,G,30,5,4,4,4,3,3,0,0,0,0,3,3,2,4
Patrick Roy,TAI,G,33,6,6,4,5,6,5,0,0,0,0,5,4,4,5
Rick Tabaracci,TAI,G,30,6,4,3,4,4,3,0,1,0,0,2,4,3,4
Sean Burke,TBP,G,1,10,5,4,3,4,4,0,1,0,0,4,3,4,4
Corey Schwab,TBP,G,32,6,4,4,3,4,3,0,0,0,0,2,2,3,4
Ken Wregget,TIM,G,31,8,4,4,4,4,4,0,1,0,0,3,4,3,4
Robbie Tallas,TIM,G,35,5,4,4,3,5,3,0,1,0,0,3,4,4,3
Bill Ranford,TCY,G,40,4,4,5,3,5,3,0,1,0,0,2,4,3,3
Glenn Healy,TCY,G,30,5,4,4,3,3,3,0,1,0,0,2,4,3,3
Jocelyn Thibault,THT,G,41,5,5,6,4,5,4,0,1,0,0,4,5,4,5
Rich Parent,THT,G,30,9,4,4,3,4,3,0,1,0,0,3,2,4,4
Jose Theodore,TUK,G,60,6,4,4,3,5,2,0,0,0,0,3,4,4,3
Garth Snow,TUK,G,30,7,4,3,3,5,4,0,0,0,0,3,4,3,4
Corey Hirsch,VAN,G,31,5,4,4,3,4,4,0,0,0,0,4,3,3,3
Dan Cloutier,VAN,G,39,6,4,4,3,5,3,0,0,0,0,2,4,3,3
 ,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,
